model,model_name,model_comment
repvit_m3.dist_in1k,repvit_m3,Constructs a RepViT-M3 model
tiny_vit_11m_224.in1k,tiny_vit_11m_224,
mobilevitv2_150.cvnets_in22k_ft_in1k,mobilevitv2_150,
convnext_nano.d1h_in1k,convnext_nano,
tresnet_l.miil_in1k,tresnet_l,
resnext50_32x4d.a1_in1k,resnext50_32x4d,"Constructs a Select Kernel ResNeXt50-32x4d model. This should be equivalent to
the SKNet-50 model in the Select Kernel Paper"
vit_relpos_small_patch16_224.sw_in1k,vit_relpos_small_patch16_224,"ViT-Base (ViT-B/16) w/ relative log-coord position, no class token"
gcresnet50t.ra2_in1k,gcresnet50t,
resnet50d.a1_in1k,resnet50d,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
poolformer_s36.sail_in1k,poolformer_s36,
nest_tiny_jx.goog_in1k,nest_tiny_jx,Nest-T @ 224x224
convit_small.fb_in1k,convit_small,
ecaresnetlight.miil_in1k,ecaresnetlight,Constructs a ResNet-50-D light model with eca.
resnetv2_50.a1h_in1k,resnetv2_50,
tf_efficientnet_b1.ns_jft_in1k,tf_efficientnet_b1,EfficientNet-B1. Tensorflow compatible variant
vit_small_patch16_224.augreg_in21k_ft_in1k,vit_small_patch16_224,ViT-Small (ViT-S/16)
swin_tiny_patch4_window7_224.ms_in1k,swin_tiny_patch4_window7_224,"Swin-T @ 224x224, trained ImageNet-1k"
deit3_small_patch16_224.fb_in1k,deit3_small_patch16_224,"DeiT-3 small model @ 224x224 from paper (https://arxiv.org/abs/2204.07118).
ImageNet-1k weights from https://github.com/facebookresearch/deit."
convmixer_1536_20.in1k,convmixer_1536_20,
resnet50d.ra2_in1k,resnet50d,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
gernet_l.idstcv_in1k,gernet_l,"GEResNet-Large (GENet-Large from official impl)
Neural Architecture Design for GPU-Efficient Networks - https://arxiv.org/abs/2006.14090"
repvit_m1_1.dist_450e_in1k,repvit_m1_1,Constructs a RepViT-M1.1 model
efficientnet_el.ra_in1k,efficientnet_el,EfficientNet-Edge-Large. Tensorflow compatible variant
legacy_senet154.in1k,legacy_senet154,
resnext50_32x4d.a2_in1k,resnext50_32x4d,"Constructs a Select Kernel ResNeXt50-32x4d model. This should be equivalent to
the SKNet-50 model in the Select Kernel Paper"
seresnet50.ra2_in1k,seresnet50,Normalization-Free SE-ResNet50
coat_mini.in1k,coat_mini,
gcresnext50ts.ch_in1k,gcresnext50ts,
senet154.gluon_in1k,senet154,Constructs a ResNet-18 model with blur anti-aliasing
res2net101d.in1k,res2net101d,Construct Res2Net-50
resnet50_gn.a1h_in1k,resnet50_gn,Constructs a ResNet-50 model w/ GroupNorm
deit_small_distilled_patch16_224.fb_in1k,deit_small_distilled_patch16_224,"DeiT-small distilled model @ 224x224 from paper (https://arxiv.org/abs/2012.12877).
ImageNet-1k weights from https://github.com/facebookresearch/deit."
resnet50.a1_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
xcit_tiny_12_p8_224.fb_dist_in1k,xcit_tiny_12_p8_224,
resnext50_32x4d.tv2_in1k,resnext50_32x4d,"Constructs a Select Kernel ResNeXt50-32x4d model. This should be equivalent to
the SKNet-50 model in the Select Kernel Paper"
resnet50.fb_swsl_ig1b_ft_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
sebotnet33ts_256.a1h_in1k,sebotnet33ts_256,"Bottleneck Transformer w/ a ResNet33-t backbone, SE attn for non Halo blocks, SiLU,"
resnet50d.a2_in1k,resnet50d,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
lambda_resnet50ts.a1h_in1k,lambda_resnet50ts,Lambda-ResNet-50-TS. SiLU act. Lambda layers w/ conv pos in last two stages.
resmlp_36_224.fb_distilled_in1k,resmlp_36_224,"ResMLP-36
Paper: ResMLP: Feedforward networks for image classification... - https://arxiv.org/abs/2105.03404"
mobilevitv2_200.cvnets_in1k,mobilevitv2_200,
resnest50d_4s2x40d.in1k,resnest50d_4s2x40d,ResNeSt-50 4s2x40d from https://github.com/zhanghang1989/ResNeSt/blob/master/ablation.md
vit_small_patch16_384.augreg_in1k,vit_small_patch16_384,ViT-Small (ViT-S/16)
seresnet50.a2_in1k,seresnet50,Normalization-Free SE-ResNet50
vit_base_patch16_384.augreg_in1k,vit_base_patch16_384,"ViT-Base model (ViT-B/16) from original paper (https://arxiv.org/abs/2010.11929).
ImageNet-1k weights fine-tuned from in21k @ 384x384, source https://github.com/google-research/vision_transformer."
seresnet50.a1_in1k,seresnet50,Normalization-Free SE-ResNet50
twins_pcpvt_small.in1k,twins_pcpvt_small,
vit_srelpos_small_patch16_224.sw_in1k,vit_srelpos_small_patch16_224,"ViT-Base (ViT-B/16) w/ shared relative log-coord position, no class token"
convnextv2_pico.fcmae_ft_in1k,convnextv2_pico,
pit_s_224.in1k,pit_s_224,
fastvit_s12.apple_dist_in1k,fastvit_s12,Instantiate FastViT-S12 model variant.
haloregnetz_b.ra3_in1k,haloregnetz_b,Halo + RegNetZ
resmlp_big_24_224.fb_in1k,resmlp_big_24_224,"ResMLP-B-24
Paper: ResMLP: Feedforward networks for image classification... - https://arxiv.org/abs/2105.03404"
crossvit_small_240.in1k,crossvit_small_240,
resnet152s.gluon_in1k,resnet152s,Constructs a ResNet-152-S model.
resnest50d_1s4x24d.in1k,resnest50d_1s4x24d,ResNeSt-50 1s4x24d from https://github.com/zhanghang1989/ResNeSt/blob/master/ablation.md
cait_xxs24_384.fb_dist_in1k,cait_xxs24_384,
resnet50.d_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
swin_tiny_patch4_window7_224.ms_in22k_ft_in1k,swin_tiny_patch4_window7_224,"Swin-T @ 224x224, trained ImageNet-1k"
resnest50d.in1k,resnest50d,ResNeSt-50 1s4x24d from https://github.com/zhanghang1989/ResNeSt/blob/master/ablation.md
sehalonet33ts.ra2_in1k,sehalonet33ts,"HaloNet w/ a ResNet33-t backbone, SE attn for non Halo blocks, SiLU, 1-2 Halo in stage 2,3,4."
xcit_tiny_12_p16_384.fb_dist_in1k,xcit_tiny_12_p16_384,
regnetx_032.tv2_in1k,regnetx_032,RegNetX-3.2GF
resnext101_32x4d.fb_ssl_yfcc100m_ft_in1k,resnext101_32x4d,Constructs a ResNet-18 model with blur anti-aliasing
resnet50.c1_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
cs3darknet_l.c2ns_in1k,cs3darknet_l,
seresnext101_64x4d.gluon_in1k,seresnext101_64x4d,Constructs a ResNet-18 model with blur anti-aliasing
seresnext101_32x4d.gluon_in1k,seresnext101_32x4d,Constructs a ResNet-18 model with blur anti-aliasing
cs3darknet_focus_l.c2ns_in1k,cs3darknet_focus_l,
tiny_vit_5m_224.dist_in22k_ft_in1k,tiny_vit_5m_224,
tf_efficientnet_b3.in1k,tf_efficientnet_b3,EfficientNet-B3. Tensorflow compatible variant
resnet50.c2_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
mobilevitv2_175.cvnets_in1k,mobilevitv2_175,
efficientnet_b3_pruned.in1k,efficientnet_b3_pruned,EfficientNet-B3 Pruned. The pruning has been obtained using https://arxiv.org/pdf/2002.08258.pdf
resnet50.tv2_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
fastvit_sa12.apple_in1k,fastvit_sa12,Instantiate FastViT-SA12 model variant.
repvit_m1_1.dist_300e_in1k,repvit_m1_1,Constructs a RepViT-M1.1 model
regnety_320.pycls_in1k,regnety_320,RegNetY-32GF
tresnet_m.miil_in1k,tresnet_m,
ecaresnet50d_pruned.miil_in1k,ecaresnet50d_pruned,"Constructs a ResNet-50-D model pruned with eca.
The pruning has been obtained using https://arxiv.org/pdf/2002.08258.pdf"
seresnet33ts.ra2_in1k,seresnet33ts,
resnet50.a2_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
resmlp_24_224.fb_distilled_in1k,resmlp_24_224,"ResMLP-24
Paper: ResMLP: Feedforward networks for image classification... - https://arxiv.org/abs/2105.03404"
poolformerv2_s24.sail_in1k,poolformerv2_s24,
gernet_m.idstcv_in1k,gernet_m,"GEResNet-Medium (GENet-Normal from official impl)
Neural Architecture Design for GPU-Efficient Networks - https://arxiv.org/abs/2006.14090"
regnetz_b16.ra3_in1k,regnetz_b16,
vit_base_patch32_224.augreg_in21k_ft_in1k,vit_base_patch32_224,"ViT-Base (ViT-B/32) from original paper (https://arxiv.org/abs/2010.11929).
ImageNet-1k weights fine-tuned from in21k, source https://github.com/google-research/vision_transformer."
resnet50.b1k_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
resnext50_32x4d.ra_in1k,resnext50_32x4d,"Constructs a Select Kernel ResNeXt50-32x4d model. This should be equivalent to
the SKNet-50 model in the Select Kernel Paper"
resnet50.a1h_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
eca_resnet33ts.ra2_in1k,eca_resnet33ts,
regnety_016.tv2_in1k,regnety_016,RegNetY-1.6GF
resnext50d_32x4d.bt_in1k,resnext50d_32x4d,Constructs a ResNeXt50d-32x4d model. ResNext50 w/ deep stem & avg pool downsample
nf_resnet50.ra2_in1k,nf_resnet50,"Normalization-Free ResNet-50
Characterizing signal propagation to close the performance gap in unnormalized ResNets
- https://arxiv.org/abs/2101.08692"
eva02_tiny_patch14_336.mim_in22k_ft_in1k,eva02_tiny_patch14_336,EVA-g CLIP model (only difference from non-CLIP is the pooling)
efficientnet_b2.ra_in1k,efficientnet_b2,EfficientNet-B2. Tensorflow compatible variant
gcresnet33ts.ra2_in1k,gcresnet33ts,
resnext101_64x4d.gluon_in1k,resnext101_64x4d,Constructs a ResNet-18 model with blur anti-aliasing
cspresnext50.ra_in1k,cspresnext50,
resnet152.a3_in1k,resnet152,Constructs a ResNet-200-D model with SE attn.
darknet53.c2ns_in1k,darknet53,
maxvit_rmlp_pico_rw_256.sw_in1k,maxvit_rmlp_pico_rw_256,
darknetaa53.c2ns_in1k,darknetaa53,
repvgg_b3.rvgg_in1k,repvgg_b3,"RepVGG-B3g4
Making VGG-style ConvNets Great Again - https://arxiv.org/abs/2101.03697"
efficientformer_l1.snap_dist_in1k,efficientformer_l1,
vit_small_patch32_384.augreg_in21k_ft_in1k,vit_small_patch32_384,ViT-Small (ViT-S/32) at 384x384.
mixnet_xl.ra_in1k,mixnet_xl,"Creates a MixNet Extra-Large model.
Not a paper spec, experimental def by RW w/ depth scaling."
resnet152d.gluon_in1k,resnet152d,Constructs a ResNet-200-D model with SE attn.
convnext_pico_ols.d1_in1k,convnext_pico_ols,
repvit_m2.dist_in1k,repvit_m2,Constructs a RepViT-M2.3 model
inception_resnet_v2.tf_in1k,inception_resnet_v2,
edgenext_small_rw.sw_in1k,edgenext_small_rw,
resnet50.b2k_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
xcit_tiny_24_p16_224.fb_dist_in1k,xcit_tiny_24_p16_224,
repvit_m1_0.dist_450e_in1k,repvit_m1_0,Constructs a RepViT-M1.0 model
resnet101d.gluon_in1k,resnet101d,"Constructs a ResNet-101-D model pruned with eca.
 The pruning has been obtained using https://arxiv.org/pdf/2002.08258.pdf"
convnext_pico.d1_in1k,convnext_pico,
regnety_120.pycls_in1k,regnety_120,RegNetY-12GF
mobilevitv2_150.cvnets_in1k,mobilevitv2_150,
fastvit_t12.apple_dist_in1k,fastvit_t12,Instantiate FastViT-T12 model variant.
ese_vovnet39b.ra_in1k,ese_vovnet39b,
resnetv2_50x1_bit.goog_in21k_ft_in1k,resnetv2_50x1_bit,
resnext101_32x4d.gluon_in1k,resnext101_32x4d,Constructs a ResNet-18 model with blur anti-aliasing
resnext50_32x4d.fb_ssl_yfcc100m_ft_in1k,resnext50_32x4d,"Constructs a Select Kernel ResNeXt50-32x4d model. This should be equivalent to
the SKNet-50 model in the Select Kernel Paper"
rexnet_150.nav_in1k,rexnet_150,ReXNet V1 1.5x
efficientvit_b1.r288_in1k,efficientvit_b1,
tf_efficientnet_b2.ap_in1k,tf_efficientnet_b2,EfficientNet-B2. Tensorflow compatible variant
resnet101s.gluon_in1k,resnet101s,Constructs a ResNet-101-S model.
efficientnet_el_pruned.in1k,efficientnet_el_pruned,EfficientNet-Edge-Large pruned. For more info: https://github.com/DeGirum/pruned-models/releases/tag/efficientnet_v1.0
regnety_160.pycls_in1k,regnety_160,RegNetY-16GF
poolformer_s24.sail_in1k,poolformer_s24,
res2net50d.in1k,res2net50d,Construct Res2Net-50
tf_efficientnet_el.in1k,tf_efficientnet_el,EfficientNet-Edge-Large. Tensorflow compatible variant
regnetx_320.pycls_in1k,regnetx_320,RegNetX-32GF
vit_base_patch16_224.sam_in1k,vit_base_patch16_224,ViT-B/16 based on samvit arch
resnetblur50.bt_in1k,resnetblur50,Constructs a ResNet-50-D model with blur anti-aliasing
legacy_seresnext101_32x4d.in1k,legacy_seresnext101_32x4d,
repvgg_b3g4.rvgg_in1k,repvgg_b3g4,"RepVGG-B3g4
Making VGG-style ConvNets Great Again - https://arxiv.org/abs/2101.03697"
tf_efficientnetv2_b2.in1k,tf_efficientnetv2_b2,EfficientNet-V2-B2. Tensorflow compatible variant
dpn107.mx_in1k,dpn107,
convmixer_768_32.in1k,convmixer_768_32,
skresnext50_32x4d.ra_in1k,skresnext50_32x4d,"Constructs a Select Kernel ResNeXt50-32x4d model. This should be equivalent to
the SKNet-50 model in the Select Kernel Paper"
inception_v4.tf_in1k,inception_v4,
repvit_m1_0.dist_300e_in1k,repvit_m1_0,Constructs a RepViT-M1.0 model
tf_efficientnet_b2.aa_in1k,tf_efficientnet_b2,EfficientNet-B2. Tensorflow compatible variant
cspdarknet53.ra_in1k,cspdarknet53,
dpn92.mx_in1k,dpn92,
inception_resnet_v2.tf_ens_adv_in1k,inception_resnet_v2,
resnet50.ram_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
fastvit_s12.apple_in1k,fastvit_s12,Instantiate FastViT-S12 model variant.
seresnext50_32x4d.gluon_in1k,seresnext50_32x4d,Constructs a ResNet-18 model with blur anti-aliasing
efficientnet_b2_pruned.in1k,efficientnet_b2_pruned,EfficientNet-B2 Pruned. The pruning has been obtained using https://arxiv.org/pdf/2002.08258.pdf
resnet152c.gluon_in1k,resnet152c,Constructs a ResNet-152-C model.
resnetrs50.tf_in1k,resnetrs50,"Constructs a ResNet-RS-50 model.
Paper: Revisiting ResNets - https://arxiv.org/abs/2103.07579
Pretrained weights from https://github.com/tensorflow/tpu/tree/bee9c4f6/models/official/resnet/resnet_rs"
xception71.tf_in1k,xception71,Modified Aligned Xception-71
regnety_080.pycls_in1k,regnety_080,RegNetY-8.0GF w/ torchvision group rounding
regnetx_160.pycls_in1k,regnetx_160,RegNetX-16GF
ecaresnet26t.ra2_in1k,ecaresnet26t,"Constructs an ECA-ResNeXt-26-T model.
This is technically a 28 layer ResNet, like a 'D' bag-of-tricks model but with tiered 24, 32, 64 channels
in the deep stem and ECA attn."
deit_small_patch16_224.fb_in1k,deit_small_patch16_224,"DeiT-small model @ 224x224 from paper (https://arxiv.org/abs/2012.12877).
ImageNet-1k weights from https://github.com/facebookresearch/deit."
levit_conv_192.fb_dist_in1k,levit_conv_192,
levit_192.fb_dist_in1k,levit_192,
resnet50.ra_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
dpn131.mx_in1k,dpn131,
resnet101.a3_in1k,resnet101,Normalization-Free ECA-ResNet101
tf_efficientnet_lite3.in1k,tf_efficientnet_lite3,EfficientNet-Lite3
resmlp_36_224.fb_in1k,resmlp_36_224,"ResMLP-36
Paper: ResMLP: Feedforward networks for image classification... - https://arxiv.org/abs/2105.03404"
cait_xxs36_224.fb_dist_in1k,cait_xxs36_224,
efficientvit_b1.r256_in1k,efficientvit_b1,
gcvit_xxtiny.in1k,gcvit_xxtiny,
resnet33ts.ra2_in1k,resnet33ts,
regnety_064.pycls_in1k,regnety_064,RegNetY-6.4GF
resnet152.gluon_in1k,resnet152,Constructs a ResNet-200-D model with SE attn.
efficientformerv2_s1.snap_dist_in1k,efficientformerv2_s1,
xcit_tiny_12_p8_224.fb_in1k,xcit_tiny_12_p8_224,
fbnetv3_d.ra2_in1k,fbnetv3_d,FBNetV3-D
mobilevitv2_125.cvnets_in1k,mobilevitv2_125,
dpn98.mx_in1k,dpn98,
gmlp_s16_224.ra3_in1k,gmlp_s16_224,"gMLP-Small
Paper: Pay Attention to MLPs - https://arxiv.org/abs/2105.08050"
resnet50.bt_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
tf_efficientnet_b2.in1k,tf_efficientnet_b2,EfficientNet-B2. Tensorflow compatible variant
regnetx_120.pycls_in1k,regnetx_120,RegNetX-12GF
cspresnet50.ra_in1k,cspresnet50,
xception65.tf_in1k,xception65,Modified Aligned Xception-65 w/ Pre-Act
ecaresnet50t.a3_in1k,ecaresnet50t,"Constructs an ECA-ResNet-50-T model.
Like a 'D' bag-of-tricks model but with tiered 24, 32, 64 channels in the deep stem and ECA attn."
resnet101c.gluon_in1k,resnet101c,Constructs a ResNet-101-C model.
rexnet_130.nav_in1k,rexnet_130,ReXNet V1 1.3x
eca_halonext26ts.c1_in1k,eca_halonext26ts,"HaloNet w/ a ResNet26-t backbone, silu act. Halo attention in final two stages"
vit_relpos_base_patch32_plus_rpn_256.sw_in1k,vit_relpos_base_patch32_plus_rpn_256,"ViT-Base (ViT-B/32+) w/ relative log-coord position and residual post-norm, no class token"
hrnet_w64.ms_in1k,hrnet_w64,
tf_efficientnetv2_b1.in1k,tf_efficientnetv2_b1,EfficientNet-V2-B1. Tensorflow compatible variant
xcit_tiny_24_p16_224.fb_in1k,xcit_tiny_24_p16_224,
dla102x2.in1k,dla102x2,
regnetx_016.tv2_in1k,regnetx_016,RegNetX-1.6GF
mobileone_s4.apple_in1k,mobileone_s4,
resnet32ts.ra2_in1k,resnet32ts,
repvgg_b2g4.rvgg_in1k,repvgg_b2g4,"RepVGG-B2g4
Making VGG-style ConvNets Great Again - https://arxiv.org/abs/2101.03697"
resmlp_24_224.fb_in1k,resmlp_24_224,"ResMLP-24
Paper: ResMLP: Feedforward networks for image classification... - https://arxiv.org/abs/2105.03404"
dpn68b.ra_in1k,dpn68b,
resnext50_32x4d.gluon_in1k,resnext50_32x4d,"Constructs a Select Kernel ResNeXt50-32x4d model. This should be equivalent to
the SKNet-50 model in the Select Kernel Paper"
convnextv2_femto.fcmae_ft_in1k,convnextv2_femto,
resnet101.gluon_in1k,resnet101,Normalization-Free ECA-ResNet101
resnext101_32x8d.tv_in1k,resnext101_32x8d,Constructs a ResNet-18 model with blur anti-aliasing
nf_regnet_b1.ra2_in1k,nf_regnet_b1,"Normalization-Free RegNet-B1
Characterizing signal propagation to close the performance gap in unnormalized ResNets
- https://arxiv.org/abs/2101.08692"
hrnet_w48.ms_in1k,hrnet_w48,
tf_efficientnet_cc_b1_8e.in1k,tf_efficientnet_cc_b1_8e,EfficientNet-CondConv-B1 w/ 8 Experts. Tensorflow compatible variant
tf_efficientnet_b1.ap_in1k,tf_efficientnet_b1,EfficientNet-B1. Tensorflow compatible variant
eca_botnext26ts_256.c1_in1k,eca_botnext26ts_256,"Bottleneck Transformer w/ ResNet26-T backbone, silu act."
resnext50_32x4d.a3_in1k,resnext50_32x4d,"Constructs a Select Kernel ResNeXt50-32x4d model. This should be equivalent to
the SKNet-50 model in the Select Kernel Paper"
fastvit_t12.apple_in1k,fastvit_t12,Instantiate FastViT-T12 model variant.
botnet26t_256.c1_in1k,botnet26t_256,Bottleneck Transformer w/ ResNet26-T backbone.
efficientvit_b1.r224_in1k,efficientvit_b1,
efficientnet_em.ra2_in1k,efficientnet_em,EfficientNet-Edge-Medium. Tensorflow compatible variant
resnet50.fb_ssl_yfcc100m_ft_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
regnety_040.pycls_in1k,regnety_040,RegNetY-4.0GF w/ GroupNorm
res2net101_26w_4s.in1k,res2net101_26w_4s,Constructs a Res2Net-101 26w4s model.
regnetx_080.pycls_in1k,regnetx_080,RegNetX-8.0GF
pit_xs_distilled_224.in1k,pit_xs_distilled_224,
tiny_vit_5m_224.in1k,tiny_vit_5m_224,
vit_base_patch16_224.augreg_in1k,vit_base_patch16_224,ViT-B/16 based on samvit arch
fbnetv3_b.ra2_in1k,fbnetv3_b,FBNetV3-B
halonet26t.a1h_in1k,halonet26t,HaloNet w/ a ResNet26-t backbone. Halo attention in final two stages
coat_lite_mini.in1k,coat_lite_mini,
lambda_resnet26t.c1_in1k,lambda_resnet26t,Lambda-ResNet-26-T. Lambda layers w/ conv pos in last two stages.
resnet50d.gluon_in1k,resnet50d,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
legacy_seresnext50_32x4d.in1k,legacy_seresnext50_32x4d,
regnetx_064.pycls_in1k,regnetx_064,RegNetX-6.4GF
repvit_m0_9.dist_450e_in1k,repvit_m0_9,Constructs a RepViT-M0.9 model
legacy_xception.tf_in1k,legacy_xception,
resnet50.am_in1k,resnet50,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
mixnet_l.ft_in1k,mixnet_l,Creates a MixNet Large model. Tensorflow compatible variant
lambda_resnet26rpt_256.c1_in1k,lambda_resnet26rpt_256,Lambda-ResNet-26-R-T. Lambda layers w/ rel pos embed in last two stages.
res2net50_26w_8s.in1k,res2net50_26w_8s,Constructs a Res2Net-50 26w8s model.
hrnet_w40.ms_in1k,hrnet_w40,
convnext_femto_ols.d1_in1k,convnext_femto_ols,
convnext_tiny.fb_in22k_ft_in1k,convnext_tiny,
hrnet_w44.ms_in1k,hrnet_w44,
regnety_032.pycls_in1k,regnety_032,RegNetY-3.2GF
vit_small_patch16_224.augreg_in1k,vit_small_patch16_224,ViT-Small (ViT-S/16)
wide_resnet101_2.tv_in1k,wide_resnet101_2,"Constructs a Wide ResNet-101-2 model.
The model is the same as ResNet except for the bottleneck number of channels
which is twice larger in every block. The number of channels in outer 1x1
convolutions is the same."
tf_efficientnet_b1.aa_in1k,tf_efficientnet_b1,EfficientNet-B1. Tensorflow compatible variant
seresnext26d_32x4d.bt_in1k,seresnext26d_32x4d,"Constructs a SE-ResNeXt-26-D model.
This is technically a 28 layer ResNet, using the 'D' modifier from Gluon / bag-of-tricks for
combination of deep stem and avg_pool in downsample."
repghostnet_200.in1k,repghostnet_200,RepGhostNet-2.0x
inception_v3.gluon_in1k,inception_v3,
efficientnet_b1.ft_in1k,efficientnet_b1,EfficientNet-B1. Tensorflow compatible variant
repvgg_b2.rvgg_in1k,repvgg_b2,"RepVGG-B2g4
Making VGG-style ConvNets Great Again - https://arxiv.org/abs/2101.03697"
tf_mixnet_l.in1k,tf_mixnet_l,Creates a MixNet Large model. Tensorflow compatible variant
vit_base_patch32_384.augreg_in1k,vit_base_patch32_384,"ViT-Base model (ViT-B/32) from original paper (https://arxiv.org/abs/2010.11929).
ImageNet-1k weights fine-tuned from in21k @ 384x384, source https://github.com/google-research/vision_transformer."
seresnext26t_32x4d.bt_in1k,seresnext26t_32x4d,"Constructs a SE-ResNet-26-T model.
This is technically a 28 layer ResNet, like a 'D' bag-of-tricks model but with tiered 24, 32, 64 channels
in the deep stem."
resnet50d.a3_in1k,resnet50d,"Constructs a Select Kernel ResNet-50-D model.

Different from configs in Select Kernel paper or ""Compounding the Performance Improvements..."" this
variation splits the input channels to the selective convolutions to keep param count down."
convnext_femto.d1_in1k,convnext_femto,
resnet50s.gluon_in1k,resnet50s,Constructs a ResNet-50-S model.
dla169.in1k,dla169,
pvt_v2_b1.in1k,pvt_v2_b1,
tf_efficientnet_b0.ns_jft_in1k,tf_efficientnet_b0,EfficientNet-B0. Tensorflow compatible variant
regnety_008_tv.tv2_in1k,regnety_008_tv,RegNetY-800MF w/ torchvision group rounding
legacy_seresnet152.in1k,legacy_seresnet152,
repvit_m0_9.dist_300e_in1k,repvit_m0_9,Constructs a RepViT-M0.9 model
xcit_tiny_12_p16_224.fb_dist_in1k,xcit_tiny_12_p16_224,
res2net50_26w_6s.in1k,res2net50_26w_6s,Constructs a Res2Net-50 26w6s model.
tf_efficientnet_b1.in1k,tf_efficientnet_b1,EfficientNet-B1. Tensorflow compatible variant
repvit_m1.dist_in1k,repvit_m1,Constructs a RepViT-M1.5 model
dla102x.in1k,dla102x,
xception41.tf_in1k,xception41,Modified Aligned Xception-41 w/ Pre-Act
levit_conv_128.fb_dist_in1k,levit_conv_128,
regnetx_040.pycls_in1k,regnetx_040,RegNetX-4.0GF
levit_128.fb_dist_in1k,levit_128,
resnest26d.gluon_in1k,resnest26d,ResNeSt-26d model. Weights ported from GluonCV.
wide_resnet50_2.tv_in1k,wide_resnet50_2,"Constructs a Wide ResNet-50-2 model.
The model is the same as ResNet except for the bottleneck number of channels
which is twice larger in every block. The number of channels in outer 1x1
convolutions is the same, e.g. last block in ResNet-50 has 2048-512-2048
channels, and in Wide ResNet-50-2 has 2048-1024-2048."
dla60_res2net.in1k,dla60_res2net,
hrnet_w32.ms_in1k,hrnet_w32,
dla60_res2next.in1k,dla60_res2next,
resnet34d.ra2_in1k,resnet34d,Constructs a ResNet-34-D model.
coat_tiny.in1k,coat_tiny,
vit_tiny_patch16_384.augreg_in21k_ft_in1k,vit_tiny_patch16_384,ViT-Tiny (Vit-Ti/16) @ 384x384.
gcresnext26ts.ch_in1k,gcresnext26ts,
selecsls60b.in1k,selecsls60b,Constructs a SelecSls60_B model.
legacy_seresnet101.in1k,legacy_seresnet101,
cait_xxs24_224.fb_dist_in1k,cait_xxs24_224,
